siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat,rna
521945394,association CREADIFFUSION,Paris,75002,75,2026-04-16,2026-03-31,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600732466,ASS CREADIFFUSION,9220,01,90.01Z,PME,A,W751204315
319588679,ASSOCIATION REUNIONNAISE EDUCATION POPULAIRE,SAINT- PIERRE,97410,974,2026-04-16,2026-04-09,Autre jugement et ordonnance,Extrait de jugement,A202600732641,ASS REUNIONNAISE EDUCATION POPULAIRE (AREP),9220,21,88.99B,PME,A,W9R2000197
893641902,"FLUMINE § AERINE, LES DEUX TURQUOISES, ASSOCIATION DES USAGERS DES ESPACES MARITIMES ET AERIENS",ROISSY-EN-FRANCE,95700,95,2026-04-15,2026-04-09,Autre jugement et ordonnance,Extrait de jugement,A202600722778,"FLUMINE & AERINE, LES DEUX TURQUOISES ASSOCIATION DES USAGERS DES ESPACES MARITIMES ET AERIENS ASSOCIATION DES USAGERS D",9220,NN,94.99Z,PME,A,W952013751
905118550,Association SYGMA SANTE,Paris,75010,75,2026-04-14,2026-03-27,Jugement d'extension d'une procédure de redressement judiciaire,Jugement d'ouverture,A202600712401,SYGMA SANTE,9220,03,86.21Z,PME,A,W751262162
843490129,Association ARTS ET TECHNIQUES DU SPECTACLE,Paris,75020,75,2026-04-14,2026-03-27,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600712400,ARTS ET TECHNIQUES DU SPECTACLE,9220,01,90.02Z,PME,A,W751246451
484675012,ASSOCIATION ASALEE,Paris,75020,75,2026-04-14,2026-03-27,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202600712398,ASSOCIATION ASALEE,9220,42,94.12Z,ETI,A,W792002355
805305851,association KARTIERDORANGE,Paris,75005,75,2026-04-12,2026-03-26,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600702894,KARTIERDORANGE,9220,01,94.99Z,PME,A,W751225880
300110392,ASSOCIATION DES PERSONNELS DU RECTORAT DE BESANCON,BESANCON,25000,25,2026-04-12,2026-03-31,Autre jugement et ordonnance,Extrait de jugement,A202600702676,ASSOCIATION DES PERSONNELS DU RECTORAT (APR),9220,NN,56.29B,PME,A,W251004071
312629710,Association Régionale d'Accompagnement des Professions Libérales du Grand Ouest,RENNES,35200,35,2026-04-09,2026-04-07,Autre jugement et ordonnance,Extrait de jugement,A202600681222,ASSOCIATION REGIONALE DACCOMPAGNEMENT DES PROFESSIONS LIBERALES DU GRAND OUEST (ARAPL GRAND OUEST),9220,12,69.20Z,PME,A,W353004964
312397177,FNATH ASSOCIATION DES ACCIDENTES DE LA VIE GROUPEMENT DE L'INDRE,CHÂTEAUROUX,36000,36,2026-04-07,2025-12-01,Autre jugement et ordonnance,Extrait de jugement,A202600676213,FNATH ASSOCIATION DES ACCIDENTES DE LA VIE GROUPEMENT DE L INDRE,9220,NN,94.99Z,PME,A,W362003005
811634427,ASSOCIATION GREEN GARDEN,Saint Junien,87200,87,2026-04-03,2026-03-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202600653555,GREEN GARDEN,9220,02,56.10A,PME,A,W301003373
839375136,association CENTRE DE SANTE MEDICO DENTAIRE NATIONALE - Sigle: C.S.M.D.N,Paris,75013,75,2026-04-03,2026-03-18,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202600653332,CENTRE DE SANTE MEDICO DENTAIRE NATIONALE (C.S.M.D.N.),9220,12,86.23Z,PME,A,W751243785
523258283,Association THE LITTLE ENGLISH MONTESSORI SCHOOL,Paris,75015,75,2025-08-24,2025-08-07,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501611622,THE LITTLE ENGLISH MONTESSORI SCHOOL,9220,01,85.10Z,PME,A,W751202923
