siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id
,ASSOCIATION BASKET CLUB SOLERIEN CLUB DE SPORT,Le Soler,66270,66,2021-12-24,2021-12-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102502414
,ASSOCIATION BOURSE D’AIDE AUX CHOMEURS DE LA SOMME,Flixecourt,80420,80,2021-12-24,2021-12-07,Autre jugement et ordonnance,Extrait de jugement,A202102502641
302220504,ASSOCIATION INSTITUT LILLOIS D’EDUCATION PERMANENTE,Lille Cedex,59011,59,2021-12-23,2021-12-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102492136
,ASSOCIATION INSTITUT D’EDUCATION THERAPEUTIQUE EN ONCOLOGIE 37,Chambray-lès-Tours,37170,37,2021-12-23,2021-12-02,Autre jugement prononçant,Jugement prononçant,A202102492083
,ASSOCIATION BEKTIC BAT,Lyon,69006,69,2021-12-23,2021-12-13,Dépôt de l'état des créances,Avis de dépôt,A202102492188
,ASSOCIATION LA PIERRE BLANCHE,Conflans-Sainte-Honorine,78700,78,2021-12-23,2021-12-06,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102492293
479521965,ASSOCIATION SYNERNAT 13,Arles,13200,13,2021-12-23,2021-12-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102491948
786504571,ASSOCIATION SERVICE DE MAINTIEN A DOMICILE 82,Montauban Cedex,82008,82,2021-12-23,2021-12-16,Jugement modifiant le plan de redressement,Extrait de jugement,A202102492312
421343161,ASSOCIATION RESTER CHEZ SOI,Arcachon,33120,33,2021-12-22,2021-12-10,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102482109
,ASSOCIATION CENTRE LESPARRAIN ANIMATION CULTURELLE ET DE LOISIRS,Lesparre-Médoc,33340,33,2021-12-22,2021-12-10,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102482108
785045709,ASSOCIATION ADOMIA,Chatou,78400,78,2021-12-22,2021-12-06,Jugement de conversion en redressement judiciaire de la procédure de sauvegarde,Jugement prononçant,A202102482423
,ASSOCIATION BONNE ANSE TENNIS CLUB LES MATHES / LA PALMYRE,Les Mathes,17570,17,2021-12-22,2021-12-08,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102482073
,ASSOCIATION ECO LORRAINE FRICHES INDUSTRIELLES,Vandœuvre-lès-Nancy,54500,54,2021-12-22,2021-12-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102482139
,ASSOCIATION CERCLE WAGRAM,Paris,75017,75,2021-12-22,2021-12-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102482364
833126782,KIA - KARATE INTERNATIONAL ASSOCIATION,Paris,75013,75,2021-12-22,2021-12-09,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102482357
798336798,ASSOCIATION LAUTRIE-GUILBERT,Houplines,59116,59,2021-12-21,2021-12-03,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102476824
,ASSOCIATION FRENCH UNDERGROUND,Laval,53000,53,2021-12-19,2021-11-29,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A20210246874
781123823,ASSOCIATION AIDE FAMILIALE POPULAIRE CSF DE SEINE MARITIME,Rouen,76000,76,2021-12-19,2021-11-16,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102461033
,ASSOCIATION DE DEVELOPPEMENT D’ACTIVITES SOCIALES ET SOLIDAIRES (ADASS),Laval,53000,53,2021-12-19,2021-11-29,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210246873
508438074,ASSOCIATION WEBCOME,Vitré,35500,35,2021-12-19,2021-12-06,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210246853
,ASSOCIATION AIDE AUX MAJEURS PROTEGES,Hamel,59151,59,2021-12-19,2021-11-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210246885
,ASSOCIATION ARCADIE,Poitiers,86000,86,2021-12-19,2021-12-06,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102461059
,ASSOCIATION AUX 3 PRINCESSES,Lambres-lez-Douai,59552,59,2021-12-19,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210246887
832053763,ASSOCIATION WHITE EAGLE DANCE CONCEPT,Bordeaux,33000,33,2021-12-19,2021-12-03,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210246843
330473273,ASSOCIATION HORIZON 3000 POUR L’ACCUEIL ET L’ANNULATION EN MILIEU RURAL,Tence,43190,43,2021-12-17,2021-12-02,Dépôt de l'état des créances,Avis de dépôt,A202102451546
492090873,ASSOCIATION FOOT2FOOT,Baugé,49150,49,2021-12-17,2020-06-17,Dépôt de l'état des créances,Avis de dépôt,A202102451586
842534653,ASSOCIATION CAMPUS PERFOMANCE FORMATION ARTENIUM,Ceyrat,63122,63,2021-12-17,2021-12-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102451696
841140742,ASSOCIATION DEPLOYER SES AILES,Quimper,29000,29,2021-12-17,2021-12-07,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102451405
,ASSOCIATION FONCIERE URBAINE LIBRE RIOM HYERES,Riom,63200,63,2021-12-17,2021-12-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102451700
,ASSOCIATION MEDECINE STUDENT TRIPS,Nantes Cedex 1,44035,44,2021-12-17,2021-12-07,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102451574
412440117,ASSOCIATION GROUPEMENT PILOTE REGIONAL DES POISSONNIERS INDEPENDANTS D’ILE DE FRANCE,Rungis Cedex,94569,94,2021-12-17,2021-11-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102452099
,ASSOCIATION DE SOLIDARITE AVEC LES TRAVAILLEURS,Dourdan,91410,91,2021-12-16,2021-11-25,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102442445
332108109,ASSOCIATION MAISON REGIONALE X2000 FLANDRES LITTORAL QUAI DU NUMERIQUE,Dunkerque,59140,59,2021-12-16,2021-11-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102442289
781123823,ASSOCIATION AIDE FAMILIALE POPULAIRE CSF DE SEINE MARITIME,Rouen,76000,76,2021-12-15,2021-11-25,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102433274
,ASSOCIATION US LANDSER - UNION SPORTIVE DE LANDSER,Landser,68440,68,2021-12-15,2021-11-22,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102433253
,ASSOCIATION CIEL LES NOCTAMBULES CLN,Saint-Etienne,42000,42,2021-12-14,2021-12-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102423514
775648009,ASSOCIATION ENTREPRISE & PERSONNEL,Paris,75011,75,2021-12-14,2021-12-02,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202102423637
381339688,ASSOCIATION CRECHE LES PTITS CROCOS - LES CROCOS,Nîmes,30000,30,2021-12-12,2021-12-02,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102412632
453935496,ASSOCIATION LOCALE POUR LE DEVELOPPEMENT DE L’ESS,Poligny,39800,39,2021-12-12,2021-12-02,Dépôt de l'état des créances,Avis de dépôt,A202102412670
348138967,ASSOCIATION POUR LA GESTION DES INITIATIVES LOCALES (AGIL),Fontaine Cedex,38603,38,2021-12-12,2021-11-24,Dépôt de l'état des créances,Avis de dépôt,A202102412666
,ASSOCIATION CENTRE TECHNIQUE REGIONAL DE LA CONSOMMATION DE LORRAINE - CTRC LORRAINE,Nancy,54000,54,2021-12-12,2021-11-29,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102412718
408763472,ASSOCIATION DOMICILE EMPLOI SERVICE (A.D.E.S.),Mordelles,35310,35,2021-12-12,2021-12-01,Dépôt de l'état des créances,Avis de dépôt,A202102412663
801337155,ASSOCIATION PLATEFORME FRANCAISE EDUCATION DEVELOPPEMENT ET A LA SOLIDARITE INTERNATIONALE,Paris,75013,75,2021-12-10,2021-11-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102402191
330473273,ASSOCIATION HORIZON 3000 POUR L’ACCUEIL ET L’ANIMATION EN MILIEU RURAL,Tence,43190,43,2021-12-10,2021-11-18,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102401823
,ASSOCIATION LABO APSP,Anglet,64600,64,2021-12-09,2021-11-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102391989
382646701,ASSOCIATION BOURASSEAU JEAN-LOUIS ET BRUNO,Nueil-sur-Layon,49560,49,2021-12-09,2020-02-24,Dépôt de l'état des créances,Avis de dépôt,A202102391906
300166410,ASSOCIATION D’AIDE A DOMICILE EN ACTIVITES REGROUPEES,Chauny,02300,02,2021-12-09,2021-10-18,Dépôt de l'état des créances,Avis de dépôt,A202102391705
420090029,ASSOCIATION STUDI HA DUDI,Plésidy,22720,22,2021-12-09,2021-11-26,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102391807
334413564,ASSOCIATION FORESTIERE REGIONALE POUR L’APPRENTISSAGE ET LE PERFECTIONNEMENT,Bellegarde,45270,45,2021-12-08,2021-11-19,Liste des créances nées après le jugement d'ouverture d'une procédure de redressement judiciaire,Avis de dépôt,A202102382167
,ASSOCIATION NORD ARTOIS FORMATION,Lens,62300,62,2021-12-08,2021-12-01,Autre jugement prononçant,Jugement prononçant,A202102382223
,ASSOCIATION ANIMATION FAUBOURG D’ISLE,Saint-Quentin,02100,02,2021-12-08,2021-11-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102382033
522659549,ASSOCIATION CHANSONS DIVINES,Beurlay,17250,17,2021-12-07,2021-11-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102372725
,ASSOCIATION MIEUX VIVRE ENSEMBLE,Saint-Etienne,42000,42,2021-12-07,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102372844
808491922,ASSOCIATION CROSSFIT 47 LG,Boé,47550,47,2021-12-07,2021-11-12,Dépôt de l'état des créances,Avis de dépôt,A202102372853
,ASSOCIATION ABC MONDE,Nice,06200,06,2021-12-07,2021-11-15,Autre jugement prononçant,Jugement prononçant,A202102372661
,ASSOCIATION AZUR ENTRAIDE,Grenoble,38000,06,2021-12-07,2021-11-15,Autre jugement prononçant,Jugement prononçant,A202102372662
309276012,ASSOCIATION MAISON SPORT NATURE DE VASSIEUX EN VERCORS,Vassieux-en-Vercors,26420,26,2021-12-07,2021-11-23,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102372785
,ASSOCIATION SUD SERVICES,Nice,06300,06,2021-12-07,2021-11-15,Autre jugement prononçant,Jugement prononçant,A202102372663
,ASSOCIATION VERTIGO,Nice,06300,06,2021-12-07,2021-11-15,Autre jugement prononçant,Jugement prononçant,A202102372665
,ASSOCIATION VIVRE COMME AVANT,Jonzac,17500,17,2021-12-07,2021-11-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102372726
379372360,L’ASSOCIATION MADIN’KB,Fort-de-France,97200,972,2021-12-07,2021-11-09,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102373137
534368139,ASSOCIATION HARAS DE LA MERLUCHERIE,Saint-Valérien,89150,89,2021-12-07,2021-11-22,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102373003
,ASSOCIATION MEMOIRE DU PERIGORD,Périgueux,24000,24,2021-12-07,2021-11-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102372782
,ASSOCIATION VERS LA FONDATION DES LOISIRS,Nice,06100,06,2021-12-07,2021-11-15,Autre jugement prononçant,Jugement prononçant,A202102372664
388325482,L’ASSOCIATION OFFICE DES MISSIONS D’ACTION SOCIALE ET DE SANTE OMASS,Lamentin,97232,972,2021-12-07,2021-10-26,Jugement de plan de redressement,Extrait de jugement,A202102373140
,ASSOCIATION OFF JAZZ,Nice,06300,06,2021-12-05,2021-11-15,Autre jugement et ordonnance,Extrait de jugement,A202102362095
784287567,ASSOCIATION ARVEL,Villeurbanne,69100,69,2021-12-05,2021-11-23,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102362316
,ASSOCIATION SERVICES AUX PERSONNES,Lyon,69006,69,2021-12-05,2021-11-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102362325
797706348,ASSOCIATION BEAUCOUP MIEUX A DOMICILE,Le Kremlin-Bicêtre,94270,94,2021-12-05,2021-07-27,Autre jugement de clôture,Jugement de clôture,A202102362477
443680731,ASSOCIATION ARNOUVILLE PETANQUE,Arnouville-lès-Gonesse,95400,95,2021-12-05,2021-11-23,Autre jugement prononçant,Jugement prononçant,A202102362480
,ASSOCIATION BIEN A BIOT,Biot,06410,06,2021-12-05,2021-11-22,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102362090
,ASSOCIATION PRESTATAIRE MANDATAIRE DE GARDE LEO LAGRANGE,Somain,59490,59,2021-12-05,2018-11-18,Jugement modifiant le plan de redressement,Extrait de jugement,A202102362290
,ASSOCIATION INSTITUT DE LANGUE ARABE,Bordeaux,33000,33,2021-12-03,2021-11-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102352139
,ASSOCIATION ACCOMPAGNEMENT SOLIDAIRE ET TRANSVERSAL DES ENTREPRENEURS RURAUX EN LORRAINE,Seranville,54830,54,2021-12-03,2021-11-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102352310
785045709,ASSOCIATION ADOMIA,Chatou,78400,78,2021-12-03,2021-11-08,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202102352703
306460791,ASSOCIATION SARCELLES JEUNES,Sarcelles,95200,95,2021-12-03,2021-11-23,Jugement prononçant la résolution du plan de redressement et la liquidation judiciaire,Extrait de jugement,A202102352836
,ASSOCIATION DONNE MOI DE L’ART !,Paris,75008,75,2021-12-01,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210233930
,ASSOCIATION POUR LA GESTION DES INSTITUTIONS SOCIALES MARITIMES,Paris,75013,75,2021-12-01,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210233932
480980754,ASSOCIATION NAVI CLUB RATP,Joinville-le-Pont,94340,94,2021-12-01,2021-11-08,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102331029
504817503,ASSOCIATION LE LIEU DU DESIGN EN ILE-DE-FRANCE,Paris,75019,75,2021-12-01,2021-11-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210233923
,ASSOCIATION L’INTERLOQUE,Paris,75018,75,2021-12-01,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210233931
329582464,ASSOCIATION DEPARTEMENTALE LOISIRS VACANCES POUR PERSONNES HANDICAPEES MENTALES,Chambéry,73000,73,2021-12-01,2021-11-16,Autre jugement prononçant,Jugement prononçant,A20210233851
525381414,ASSOCIATION NUMERIQUE ACTIONS SOLIDAIRES,Le Havre,76600,76,2021-12-01,2021-11-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210233940
,ASSOCIATION LELIOS,Fécamp,76400,76,2021-12-01,2021-11-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210233939
,Association ALAUDAE SECOURISME SECURITE PROTECTION DE LA SANTE ET RISQUE,Nîmes,30000,30,2021-11-30,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102326619
,ASSOCIATION COMITE D’ACTION ET DE SOUTIEN POUR LA RECHERCHE ANTI-CANCEREUSE (CASRAC),Reims,51100,51,2021-11-30,2021-11-23,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102326747
,ASSOCIATION DEFITH 60,Montataire,60160,60,2021-11-30,2021-11-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102326811
794511436,ASSOCIATION ADN CULTURE ET TOURISME POUR LA VILLA M,Le Lavandou,83980,83,2021-11-30,2021-11-04,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102327102
,ASSOCIATION BEHREN INSERTION (dénommée Régie de Quartier),Behren-lès-Forbach,57460,57,2021-11-30,2021-10-21,Jugement de clôture pour extinction du passif,Jugement de clôture,A202102326766
844161059,ASSOCIATION CARITATIVE AGRICOLE,La Crau,83260,83,2021-11-30,2021-11-04,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102327103
,ASSOCIATION GANNATFEST’,Gannat,03800,03,2021-11-30,2021-11-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102326478
,ASSOCIATION ALATE (Association de loisir pour les amateurs de tourisme équestre),Verneuil-en-Halatte,60550,60,2021-11-30,2021-11-18,Autre jugement d'ouverture,Jugement d'ouverture,A202102326810
,ASSOCIATION AU JARDIN D'ENFANTS,Rouvroy,62320,62,2021-11-30,2021-11-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102326826
453779746,ASSOCIATION ARCO OVERGNE,Brioude,43100,43,2021-11-28,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312460
752787655,ASSOCIATION LES FEES PAPILLONS,Bordeaux,33300,33,2021-11-28,2022-11-19,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102312398
417677283,ASSOCIATION KOR E GRAFIC,Saint-Paul,97460,974,2021-11-28,2021-11-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312800
,ASSOCIATION ECOLE PRIMEVERE,La Côte-Saint-André,38260,38,2021-11-28,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312426
,ASSOCIATION LA FABRIQUE MOZAIC,Vienne,38200,38,2021-11-28,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312427
,ASSOCIATION POUR LE MAINTIEN DU LIEN SOCIAL EN MILIEU RURAL,Sari Solenzara,20144,2A,2021-11-28,2021-11-16,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102312338
408605871,ASSOCIATION FIRST LA RADIO COULEUR,Saint-Denis,97400,974,2021-11-28,2021-11-16,Autre jugement prononçant,Jugement prononçant,A202102312798
333098069,ASSOCIATION CENTRE TECHNIQUE REGIONAL DE LA CONSOMMATION DE CORSE,Ajaccio,20090,2A,2021-11-28,2021-11-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312337
432961811,ASSOCIATION CENTRE EQUESTRE DE BASTELICACCIA,Bastelicaccia,20129,2A,2021-11-28,2021-11-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312336
521891184,ASSOCIATION CENTRE D’ETUDES SCOLAIRES D’ACTIVITES ET DE MANIFESTATIONS DIVERSES (C.E.S.A.M.),Saint-Denis,97400,974,2021-11-28,2021-11-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312799
484909320,ASSOCIATION TENNIS CLUB MUNICIPAL LE VALLON,Nîmes,30900,30,2021-11-28,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312382
509732392,ASSOCIATION DE COORDINATION USEP - UFOLEP CIRCONSCRIPTION DE SAINT-BENOIT,Saint-Benoît,97470,974,2021-11-28,2021-11-16,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102312797
,ASSOCIATION CPCV SO,Villenave-d'Ornon,33140,33,2021-11-26,2021-08-02,Dépôt de l'état des créances,Avis de dépôt,A202102302392
783707532,ASSOCIATION UNION FRANCAISE DE LA JEUNESSE,Lille,59000,59,2021-11-26,2021-11-12,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102302633
,ASSOCIATION GOUVIEUX BASKET OISE,Gouvieux,60270,60,2021-11-26,2021-07-23,Dépôt de l'état des créances,Avis de dépôt,A202102302643
786071456,ASSOCIATION SPORTING NAZAIRIEN RUGBY,Saint-Nazaire,44600,44,2021-11-26,2021-11-10,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102302532
483042081,ASSOCIATION HORONIA,Wattrelos,59150,59,2021-11-26,2021-11-12,Autre jugement et ordonnance,Extrait de jugement,A202102302636
490907755,ASSOCIATION CARCASONNE AFFICION,Carcassonne,11000,11,2021-11-26,2021-11-16,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102302218
442967725,ASSOCIATION TROUPE ORA’JAZZ,Ouzouer-sur-Loire,45570,45,2021-11-25,2021-10-21,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102292372
,ASSOCIATION NOS FERMES BIO DES PYRENEES,Tarbes,65000,65,2021-11-25,2021-11-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102292392
,ASSOCIATION LES BARTOS CLOWNS,Virson,17290,17,2021-11-25,2021-11-10,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102292271
,ASSOCIATION EFCASER,Nevers,58000,58,2021-11-24,2021-11-04,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102282578
,ASSOCIATION SERVICE DE SANTE AU TRAVAIL TELEMED,Rambouillet,78120,78,2021-11-24,2021-11-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102282771
,ASSOCIATION TK BOXING CLUB anciennement TEKNIKSI KA BOXING CLUB,Treillières,44119,44,2021-11-24,2021-11-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102282549
,ASSOCIATION YEZHOU HA SEVENADUR,Saint-Herblain,44800,44,2021-11-24,2021-11-09,Jugement arrêtant le plan de sauvegarde,Extrait de jugement,A202102282548
,ASSOCIATION TOURISME FESTIVITES ETUDIANTE,Lentilly,69210,69,2021-11-23,2021-11-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102273512
,ASSOCIATION ACTIS,Saint-Etienne,42000,42,2021-11-21,2021-10-21,Autre jugement prononçant,Jugement prononçant,A202102261311
,ASSOCIATION NOUVEAU THEATRE BEAULIEU,Saint-Etienne,42000,42,2021-11-21,2021-09-27,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102261312
378870398,ASSOCIATION ARCADES,Maxéville,54320,54,2021-11-19,2021-11-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102253473
,ASSOCIATION CONSEIL DEPARTEMENTAL DES PARENTS D’ELEVES LAIQUES DES ARDENNES FCPE,Charleville-Mézières,08000,08,2021-11-18,2021-09-08,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102241732
,ASSOCIATION RESIDENCE RICHMOND HILL,Tours,37100,37,2021-11-18,2021-09-09,Dépôt de l'état de collocation,Avis de dépôt,A202102241834
,ASSOCIATION GESTIONNAIRE DE L’ENTREPRISE D’INSERTION RAPID’NET,Dompierre-sur-Besbre,03290,03,2021-11-18,2021-10-21,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102241725
811451277,ASSOCIATION “LES AIDANTS DE L’ILLE”,Saint-Symphorien,35630,35,2021-11-18,2021-11-08,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102241829
351813522,ASSOCIATION ECOLE DE MUSIQUE ET DE DANSE DE PIA,Pia,66380,66,2021-11-17,2021-11-04,Autre jugement prononçant,Jugement prononçant,A202102233221
325486090,ASSOCIATION COMITE DEPARTEMENTAL D’EDUCATION POUR LA SANTE DES PYRENEES-ORIENTALES,Perpignan,66000,66,2021-11-17,2021-11-04,Autre jugement et ordonnance,Extrait de jugement,A202102233222
809857303,ASSOCIATION CEZAN EN BRETAGNE,Lorient,56100,56,2021-11-17,2021-10-14,Jugement de plan de redressement,Extrait de jugement,A202102233117
777825092,ASSOCIATION SOCIETE HIPPIQUE NATIONALE D’HENNEBONT,Hennebont,56700,56,2021-11-17,2021-10-14,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102233118
348138967,ASSOCIATION POUR LA GESTION DES INITIATIVES LOCALES (AGIL),Fontaine Cedex,38603,38,2021-11-16,2021-11-02,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102222404
,ASSOCIATION DES HANDICAPES DU LANGUEDOC,Sète,34200,34,2021-11-16,2021-11-04,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102222382
804935849,ASSOCIATION LA PLUME ET LE CRAYON,Bordeaux,33000,33,2021-11-14,2021-11-05,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102212643
500082698,ASSOCIATION GROUPEMENT EMPLOYEUR DU LUGAR,Touffreville-la-Corbeline,76190,76,2021-11-14,2021-10-28,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102213181
811258391,ASSOCIATION CANTELEU MAROMME VOLLEY-BALL,Maromme,76150,76,2021-11-14,2021-10-28,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102213180
,ASSOCIATION MEDIQAL POUR L’ACCES AUX DROITS ET AUX SOINS POUR TOUS (ADST MEDIQAL),Anglet,64600,64,2021-11-14,2021-10-08,Dépôt de l'état des créances,Avis de dépôt,A202102212934
819433418,ASSOCIATION GROUPEMENT D’EMPLOYEURS SLBMO,Villenave,40110,40,2021-11-14,2021-10-05,Dépôt de l'état des créances,Avis de dépôt,A202102212734
,ASSOCIATION SOCIETE ATHLETIQUE OLYMPIQUE 1896 DE COLMAR,Colmar,68000,68,2021-11-12,2021-10-29,Jugement de plan de redressement,Extrait de jugement,A202102203591
,ASSOCIATION PIROUETTE CACAHUETE,Pierrevert,04860,04,2021-11-10,2021-10-14,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102191112
,ASSOCIATION PRIMAVERA,Joué-lès-Tours,37300,37,2021-11-10,2021-10-21,Jugement de clôture pour extinction du passif,Jugement de clôture,A202102191169
538853151,ASSOCIATION SAGEST SOLUTION POUR TOUS,Bègles,33130,33,2021-11-10,2021-10-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102191159
317342004,"ASSOCIATION UNION DEPARTEMENTALE DE LA CONSOMMATION, DU LOGEMENT ET DU CADRE DE VIE DE LA GIRONDE (CLCV)",Bordeaux,33000,33,2021-11-10,2021-10-22,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202102191152
819839788,ASSOCIATION REV’EVASION,Ambarès-et-Lagrave,33440,33,2021-11-10,2021-10-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102191158
515311579,ASSOCIATION EVA,Bègles,33130,33,2021-11-10,2021-10-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102191157
300774460,ASSOCIATION MAISON POUR TOUS,Calais,62100,62,2021-11-09,2021-10-18,Dépôt de l'état des créances,Avis de dépôt,A202102184135
451401954,ASSOCIATION ESPACE PUBLIC NUMERIQUE DU ROYAN,Pont-en-Royans,38680,38,2021-11-09,2021-10-21,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102184049
491440822,"ASSOCIATION SERVICES A LA PERSONNE 83, ASP83",Toulon,83100,83,2021-11-09,2021-10-27,Dépôt de l'état des créances,Avis de dépôt,A202102184194
,"ASSOCIATION COORDINATION POUR PROMOUVOIR COMPETENCE ET VOLONTARIAT, CPCV-EST",Strasbourg,67100,67,2021-11-09,2021-10-11,Jugement arrêtant un plan de cession,Extrait de jugement,A202102184141
